delivery_id,driver_id,delivery_distance_meters,delivery_status
68952930,5555,3418,DELIVERED
68952949,27381,3047,DELIVERED
68953023,26681,5863,DELIVERED
68953064,5435,4124,DELIVERED
68953102,27953,2127,DELIVERED
68953142,16180,839,DELIVERED
68953145,9908,2355,DELIVERED
68953177,2355,706,DELIVERED
68953183,28169,1714,DELIVERED
68953268,3884,2350,DELIVERED
68953327,7480,3147,DELIVERED
68953475,18862,3459,DELIVERED
68953478,19793,3092,DELIVERED
68953505,8302,605,DELIVERED
68953821,20121,717,DELIVERED
68954045,1759,1091,DELIVERED
68954335,407,784,DELIVERED
68954432,7468,1585,DELIVERED
68954497,407,1147,DELIVERED
68954499,1759,1008,DELIVERED
68954577,19969,1228,DELIVERED
68954604,20973,935,DELIVERED
68954643,1405,657,DELIVERED
68954646,0,6901765,DELIVERED
68954668,12731,3200,DELIVERED
68954679,27219,1066,DELIVERED
68954709,28565,2130,DELIVERED
68954722,28565,2130,DELIVERED
68954736,18937,3561,DELIVERED
68954894,12893,3570,DELIVERED
68954920,9509,1846,DELIVERED
68954940,425,746,DELIVERED
68954960,196,1547,DELIVERED
68954965,4937,1602,DELIVERED
68954994,3834,850,DELIVERED
68955002,14433,3461,DELIVERED
68955019,4694,2180,DELIVERED
68955021,174,1643,DELIVERED
68955039,9025,3176,DELIVERED
68955084,10066,1055,DELIVERED
68955101,10200,3316,DELIVERED
68955102,30561,6825,DELIVERED
68955175,4977,1247,DELIVERED
68955183,10200,1063,DELIVERED
68955294,7896,5082,DELIVERED
68955356,31054,1205,DELIVERED
68955360,1173,3270,DELIVERED
68955403,31126,2362,DELIVERED
68955516,9211,1262,DELIVERED
68955613,27219,1619,DELIVERED
68955653,19271,2960,DELIVERED
68955655,2941,1472,DELIVERED
68955656,26507,2383,DELIVERED
68955691,902,732,DELIVERED
68955720,30879,4346,DELIVERED
68956340,5128,2083,DELIVERED
68956413,23695,503,DELIVERED
68956483,23219,1097,DELIVERED
68956559,23695,381,DELIVERED
68956564,30299,3237,DELIVERED
68956566,731,1760,DELIVERED
68956602,26588,1267,DELIVERED
68956604,19696,531,DELIVERED
68956648,367,3293,DELIVERED
68956699,888,1825,DELIVERED
68956772,7480,1450,DELIVERED
68956826,6161,4115,DELIVERED
68957003,5539,1053,DELIVERED
68957078,18178,2842,DELIVERED
68957148,31495,3557,DELIVERED
68957280,0,6879705,CANCELLED
68957288,596,1695,DELIVERED
68957459,11869,2616,DELIVERED
68957565,11869,2791,DELIVERED
68957687,596,5198,DELIVERED
68957782,298,2518,DELIVERED
68957783,13527,2163,DELIVERED
68957845,0,1525,CANCELLED
68957889,0,6879705,CANCELLED
68957918,358,435,DELIVERED
68958327,25801,1429,DELIVERED
68958607,17249,213,DELIVERED
68958632,14666,5199,DELIVERED
68958712,7549,5433,DELIVERED
68958851,0,2597,CANCELLED
68958876,31055,726,DELIVERED
68958967,3364,609,DELIVERED
68959018,8266,5745,DELIVERED
68959312,6656,2032,DELIVERED
68959420,13874,2111,DELIVERED
68959506,23671,1831,DELIVERED
68959745,17989,3317,DELIVERED
68959747,16917,3869,DELIVERED
68959794,512,2536,DELIVERED
68959798,771,1759,DELIVERED
68959815,5435,2771,DELIVERED
68959816,9654,1552,DELIVERED
68959818,3364,1050,DELIVERED
68959831,5052,1959,DELIVERED
68959843,13322,1052,DELIVERED
68959863,24209,744,DELIVERED
68959884,4737,7196,DELIVERED
68959886,13322,2371,DELIVERED
68959944,5606,2212,DELIVERED
68959945,16496,2334,DELIVERED
68959947,7953,783,DELIVERED
68960040,22266,2105,DELIVERED
68960191,5349,932,DELIVERED
68960195,511,2076,DELIVERED
68960225,6144,2670,DELIVERED
68960244,511,2392,DELIVERED
68960257,425,389,DELIVERED
68960289,30442,2912,DELIVERED
68960329,9654,1316,DELIVERED
68960364,7480,3120,DELIVERED
68960370,3884,4593,DELIVERED
68960388,8940,749,DELIVERED
68960511,8024,1537,DELIVERED
68960650,0,6879705,CANCELLED
68960854,8467,1231,DELIVERED
68960895,358,1677,DELIVERED
68960984,26986,3779,DELIVERED
68961018,12041,621,DELIVERED
68961090,23587,3051,DELIVERED
68961189,3906,2773,DELIVERED
68961209,7399,5865,DELIVERED
68961216,446,3428,DELIVERED
68961228,11918,3839,DELIVERED
68961290,7868,1559,DELIVERED
68961324,0,6866530,DELIVERED
68961540,0,6866530,DELIVERED
68961541,0,6866530,DELIVERED
68961575,26666,1188,DELIVERED
68961624,10799,434,DELIVERED
68961671,26510,1115,DELIVERED
68961680,2905,1806,DELIVERED
68961687,28128,2602,DELIVERED
68961722,20248,1159,DELIVERED
68961732,18359,4180,DELIVERED
68961830,17764,736,DELIVERED
68961877,26104,1338,DELIVERED
68961961,4694,3065,DELIVERED
68962063,29425,1731,DELIVERED
68962119,1181,692,DELIVERED
68962407,888,214,DELIVERED
68962428,2000,1733,DELIVERED
68962459,8302,451,DELIVERED
68962510,10877,1128,DELIVERED
68962830,29186,1271,DELIVERED
68962892,18359,3907,DELIVERED
68962959,27798,1467,DELIVERED
68963112,17477,4866,DELIVERED
68963207,13074,914,DELIVERED
68963290,27294,2352,DELIVERED
68963309,24130,1678,DELIVERED
68963320,26467,5033,DELIVERED
68963346,29271,2297,DELIVERED
68963430,29271,4281,DELIVERED
68963519,356,2515,DELIVERED
68963520,28913,2285,DELIVERED
68963543,26467,5033,DELIVERED
68963544,5628,3795,DELIVERED
68963700,31434,5033,DELIVERED
68963856,7763,2394,DELIVERED
68963920,15724,1093,DELIVERED
68964114,3906,2403,DELIVERED
68964426,8091,1835,DELIVERED
68964434,13043,3414,DELIVERED
68964477,25798,2445,DELIVERED
68964565,26520,2304,DELIVERED
68964566,5403,2702,DELIVERED
68964762,938,916,DELIVERED
68964763,28301,2139,DELIVERED
68964803,19696,945,DELIVERED
68964943,8771,600,DELIVERED
68964947,2836,1605,DELIVERED
68965004,16575,2371,DELIVERED
68965048,3421,3869,DELIVERED
68965050,1074,875,DELIVERED
68965058,313,574,DELIVERED
68965093,31460,404,DELIVERED
68965094,4347,1961,DELIVERED
68965095,27381,4288,DELIVERED
68965179,303,1916,DELIVERED
68965338,29555,2399,DELIVERED
68965652,30030,1930,DELIVERED
68965654,28880,2943,DELIVERED
68965713,31126,1945,DELIVERED
68965760,10614,1570,DELIVERED
68965761,26910,1032,DELIVERED
68965762,26332,6456,DELIVERED
68965836,15050,522,DELIVERED
68965862,1433,950,DELIVERED
68965878,888,2906,DELIVERED
68965904,28565,858,DELIVERED
68966130,7480,1985,DELIVERED
68966195,9618,2531,DELIVERED
68966204,6624,1842,DELIVERED
68966244,464,3708,DELIVERED
68966305,14513,3867,DELIVERED
68966372,5623,2483,DELIVERED
68966409,17703,1678,DELIVERED
68966423,27381,3843,DELIVERED
68966515,23092,947,DELIVERED
68966841,6161,2220,DELIVERED
68966842,7615,2903,DELIVERED
68966844,0,6866530,DELIVERED
68966974,19708,3613,DELIVERED
68967007,13401,5620,DELIVERED
68967025,10503,719,DELIVERED
68967042,2061,1170,DELIVERED
68967087,26467,5709,DELIVERED
68967224,5232,496,DELIVERED
68967272,24358,5848,DELIVERED
68967321,23842,2224,DELIVERED
68967665,17457,4249,DELIVERED
68967709,24358,3734,DELIVERED
68967816,7896,2955,DELIVERED
68967835,28180,3053,DELIVERED
68967863,31050,2175,DELIVERED
68967923,9509,2106,DELIVERED
68967924,29324,3869,DELIVERED
68967985,357,3986,DELIVERED
68968061,4979,1543,DELIVERED
68968180,15724,1093,DELIVERED
68968230,2490,368,DELIVERED
68968231,4313,3011,DELIVERED
68968233,27381,1132,DELIVERED
68968326,14702,1735,DELIVERED
68968434,27501,669,DELIVERED
68968746,26506,5893,DELIVERED
68968845,31434,3415,DELIVERED
68968851,13874,1912,DELIVERED
68968860,19271,2433,DELIVERED
68968908,16993,1285,DELIVERED
68969000,7773,1026,DELIVERED
68969163,12893,2903,DELIVERED
68969197,414,467,DELIVERED
68969247,5527,2584,DELIVERED
68969355,7930,2823,DELIVERED
68969356,11487,567,DELIVERED
68969466,148,2029,DELIVERED
68969573,9584,1776,DELIVERED
68969576,13117,1833,DELIVERED
68969582,5435,5854,DELIVERED
68969733,357,5049,DELIVERED
68969895,1173,2253,DELIVERED
68969936,26832,1152,DELIVERED
68970063,15724,1057,DELIVERED
68970076,17407,4865,DELIVERED
68970122,6161,2698,DELIVERED
68970214,10066,820,DELIVERED
68970218,10066,485,DELIVERED
68970624,3884,3760,DELIVERED
68970625,18937,872,DELIVERED
68970674,4536,1231,DELIVERED
68970820,0,6866530,DELIVERED
68970821,0,6866530,DELIVERED
68970921,11857,4370,DELIVERED
68971024,22474,1199,DELIVERED
68971086,15231,2935,DELIVERED
68971111,511,2691,DELIVERED
68971297,14509,2444,DELIVERED
68971346,14509,1166,DELIVERED
68971348,28836,1508,DELIVERED
68971415,9600,355,DELIVERED
68971423,5606,2277,DELIVERED
68971427,9584,849,DELIVERED
68971457,24997,1813,DELIVERED
68971570,148,2021,DELIVERED
68971622,28565,3726,DELIVERED
68971681,26223,2597,DELIVERED
68971720,28169,6125,DELIVERED
68971746,0,6876764,CANCELLED
68971747,9908,2838,DELIVERED
68971790,11753,1073,DELIVERED
68971823,27219,1754,DELIVERED
68971894,29624,3777,DELIVERED
68971896,4694,2601,DELIVERED
68971959,1173,2076,DELIVERED
68972062,16575,9682,DELIVERED
68972202,9222,2162,DELIVERED
68972301,22036,3217,DELIVERED
68972321,356,2260,DELIVERED
68972454,31482,1215,DELIVERED
68972691,1015,2109,DELIVERED
68972700,14617,1793,DELIVERED
68972867,202,311,DELIVERED
68972869,0,1236,CANCELLED
68972872,11887,218,DELIVERED
68972881,17660,1319,DELIVERED
68972896,26226,1947,DELIVERED
68973002,15061,4385,DELIVERED
68973085,15834,1944,DELIVERED
68973193,2355,1874,DELIVERED
68973223,13527,1360,DELIVERED
68973420,14382,3542,DELIVERED
68973685,7549,6682,DELIVERED
68973875,11911,2769,DELIVERED
68974107,25989,867,DELIVERED
68974112,8769,2792,DELIVERED
68974114,6656,2242,DELIVERED
68974115,5128,5155,DELIVERED
68974430,771,2979,DELIVERED
68974528,10927,2415,DELIVERED
68974538,30561,1077,DELIVERED
68974637,8302,911,DELIVERED
68974904,28341,1374,DELIVERED
68974996,0,6876764,DELIVERED
68975051,976,351,DELIVERED
68975075,12041,614,DELIVERED
68975162,26104,1748,DELIVERED
68975246,21154,1405,DELIVERED
68975250,7615,3078,DELIVERED
68975254,6675,1444,DELIVERED
68975573,23558,1083,DELIVERED
68975592,16430,1076,DELIVERED
68975672,31126,1501,DELIVERED
68975719,29077,3018,DELIVERED
68975813,7385,842,DELIVERED
68975815,30854,960,DELIVERED
68975816,2561,2876,DELIVERED
68975901,28072,231,DELIVERED
68975905,7263,2049,DELIVERED
68976006,5052,2429,DELIVERED
68976083,2561,656,DELIVERED
68976192,2561,1254,DELIVERED
68976196,13111,1148,DELIVERED
68976351,15561,1849,DELIVERED
68976433,8434,2593,DELIVERED
68976481,11615,1651,DELIVERED
68976495,25588,2167,DELIVERED
68976517,25224,4709,DELIVERED
68976600,8771,280,DELIVERED
68976602,532,270,DELIVERED
68976666,8940,994,DELIVERED
68976716,28913,220,DELIVERED
68976758,464,2067,DELIVERED
68976907,24584,6858,DELIVERED
68976961,7108,657,DELIVERED
68977022,25801,1136,DELIVERED
68977197,7783,1356,DELIVERED
68977257,356,2103,DELIVERED
68977263,0,6901765,DELIVERED
68977265,726,1183,DELIVERED
68977343,27810,1289,DELIVERED
68977350,26507,3651,DELIVERED
68977353,7761,2170,DELIVERED
68977423,26510,6140,DELIVERED
68977436,3022,1309,DELIVERED
68977510,7468,2346,DELIVERED
68977549,19793,2954,DELIVERED
68977556,10061,1620,DELIVERED
68977579,14136,3496,DELIVERED
68977639,10061,867,DELIVERED
68977661,24337,734,DELIVERED
68977663,20223,3167,DELIVERED
68977665,7397,839,DELIVERED
68977733,14334,4719,DELIVERED
68977802,9509,3146,DELIVERED
68977821,22439,1080,DELIVERED
68977868,1181,668,DELIVERED
68977957,9509,3842,DELIVERED
68978098,30299,4398,DELIVERED
68978250,3364,563,DELIVERED
68978370,10877,909,DELIVERED
68978494,27798,957,DELIVERED
68978600,17486,1494,DELIVERED
68978605,9827,1409,DELIVERED
68978610,13874,3012,DELIVERED
68978748,4737,1337,DELIVERED
68978809,5527,4094,DELIVERED
68978837,14702,1709,DELIVERED
68978958,464,1229,DELIVERED
68979002,27294,1853,DELIVERED
68979022,358,2064,DELIVERED
68979028,313,1456,DELIVERED
68979034,426,247,DELIVERED
68979137,29267,1224,DELIVERED
68979370,5715,1567,DELIVERED
68979593,17703,600,DELIVERED
68979698,14059,428,DELIVERED
68979806,28041,650,DELIVERED
68979909,11756,1325,DELIVERED
68980035,726,722,DELIVERED
68980155,10200,4066,DELIVERED
68980215,3906,4017,DELIVERED
68980466,4694,2371,DELIVERED
68980494,3834,1079,DELIVERED
68980693,3572,1056,DELIVERED
68980827,3906,3843,DELIVERED
68980838,18754,361,DELIVERED
68980840,24949,1061,DELIVERED
68980860,430,1383,DELIVERED
68981075,10019,1757,DELIVERED
68981199,7930,5897,DELIVERED
68981201,12786,5199,DELIVERED
68981352,6646,2023,DELIVERED
68981435,13401,5361,DELIVERED
68981739,16917,883,DELIVERED
68981740,29966,3419,DELIVERED
68981746,8958,2226,DELIVERED
68981749,30879,2111,DELIVERED
68981754,18937,1943,DELIVERED
68981755,345,4264,DELIVERED
68981756,20223,3120,DELIVERED
68981758,14316,707,DELIVERED
68981763,19969,1178,DELIVERED
68981796,10239,673,DELIVERED
68981828,29626,2197,DELIVERED
68981882,29865,1579,DELIVERED
68981883,29676,815,DELIVERED
68981913,29676,522,DELIVERED
68981930,26300,1092,DELIVERED
68981975,6361,3398,DELIVERED
68982285,6089,4430,DELIVERED
68982399,511,1753,DELIVERED
68982509,425,486,DELIVERED
68982600,5435,2228,DELIVERED
68982602,11756,246,DELIVERED
68982605,28913,2057,DELIVERED
68982647,18715,2383,DELIVERED
68982683,15050,5461,DELIVERED
68982871,11162,1951,DELIVERED
68982970,18820,2783,DELIVERED
68982972,19696,734,DELIVERED
68982987,4586,919,DELIVERED
68983033,731,2368,DELIVERED
68983104,4586,1301,DELIVERED
68983225,532,1373,DELIVERED
68983263,4586,968,DELIVERED
68983368,8182,3893,DELIVERED
68983408,16993,1226,DELIVERED
68983472,3884,6078,DELIVERED
68983525,8024,547,DELIVERED
68983539,26785,3296,DELIVERED
68983593,17486,2102,DELIVERED
68983696,23695,1079,DELIVERED
68983771,11911,5903,DELIVERED
68983815,16350,3661,DELIVERED
68983901,14509,1001,DELIVERED
68983983,12724,1663,DELIVERED
68984022,4694,2007,DELIVERED
68984141,922,1603,DELIVERED
68984253,27381,1698,DELIVERED
68984256,8467,672,DELIVERED
68984365,24326,4612,DELIVERED
68984397,10019,3454,DELIVERED
68984423,30257,4171,DELIVERED
68984481,1405,846,DELIVERED
68984569,596,6569,DELIVERED
68984586,2490,1151,DELIVERED
68984592,29451,197,DELIVERED
68984623,29451,3057,DELIVERED
68984708,23671,1485,DELIVERED
68984768,12724,1226,DELIVERED
68984771,15898,3301,DELIVERED
68984817,2941,927,DELIVERED
68984877,28565,2167,DELIVERED
68984895,29451,597,DELIVERED
68984942,5800,1022,DELIVERED
68984943,26251,1964,DELIVERED
68984948,7615,4348,DELIVERED
68984981,196,920,DELIVERED
68985048,25917,1361,DELIVERED
68985198,28913,3074,DELIVERED
68985286,28345,1987,DELIVERED
68985359,25651,5739,DELIVERED
68985361,29669,1002,DELIVERED
68985370,30149,1250,DELIVERED
68985379,19696,774,DELIVERED
68985430,25651,5570,DELIVERED
68985589,30149,1859,DELIVERED
68985649,25689,4470,DELIVERED
68985731,760,5734,DELIVERED
68985732,9793,761,DELIVERED
68985771,7385,3454,DELIVERED
68985819,430,897,DELIVERED
68985898,29638,640,DELIVERED
68985901,5232,289,DELIVERED
68985920,14382,630,DELIVERED
68986071,12613,7203,DELIVERED
68986259,9190,501,DELIVERED
68986260,10799,2338,DELIVERED
68986262,512,503,DELIVERED
68986267,5628,2844,DELIVERED
68986280,30854,1724,DELIVERED
68986424,6656,3748,DELIVERED
68986507,26832,2792,DELIVERED
68986640,174,1684,DELIVERED
68986641,17764,1144,DELIVERED
68986642,2836,1570,DELIVERED
68986673,19877,1768,DELIVERED
68986766,14433,3143,DELIVERED
68986776,28633,3445,DELIVERED
68986792,27857,6135,DELIVERED
68986870,25798,3287,DELIVERED
68986892,7783,4511,DELIVERED
68986976,23219,1864,DELIVERED
68986981,30561,3753,DELIVERED
68986987,13117,900,DELIVERED
68987042,26681,3330,DELIVERED
68987128,731,2165,DELIVERED
68987132,13074,2923,DELIVERED
68987133,4536,1771,DELIVERED
68987427,4536,1156,DELIVERED
68987428,13074,1704,DELIVERED
68987429,5107,2865,DELIVERED
68987489,26467,5400,DELIVERED
68987493,23671,1551,DELIVERED
68987565,28633,4416,DELIVERED
68987633,8771,1374,DELIVERED
68987635,27741,2184,DELIVERED
68987687,27741,2702,DELIVERED
68987713,12079,650,DELIVERED
68987726,28301,1150,DELIVERED
68987810,26520,6747,DELIVERED
68987811,16430,1167,DELIVERED
68987884,0,4110,CANCELLED
68987886,1759,904,DELIVERED
68987908,8769,1004,DELIVERED
68988117,596,914,DELIVERED
68988149,26832,2638,DELIVERED
68988154,18715,2139,DELIVERED
68988157,6161,2772,DELIVERED
68988233,22036,1159,DELIVERED
68988330,5555,2733,DELIVERED
68988448,6952,2170,DELIVERED
68988567,15086,1769,DELIVERED
68988760,8302,1347,DELIVERED
68988852,1173,2319,DELIVERED
68989093,15834,4433,DELIVERED
68989113,10927,2824,DELIVERED
68989114,771,2257,DELIVERED
68989154,12041,2654,DELIVERED
68989363,25651,1525,DELIVERED
68989368,20177,3034,DELIVERED
68989605,12041,1696,DELIVERED
68989609,6131,803,DELIVERED
68989737,15086,4011,DELIVERED
68990039,8102,1300,DELIVERED
68990218,26233,4914,DELIVERED
68990277,30030,2429,DELIVERED
68990366,7549,147,DELIVERED
68990415,512,214,DELIVERED
68990485,0,6901765,DELIVERED
68990583,13874,3692,DELIVERED
68990774,23055,1977,DELIVERED
68990879,20500,4504,DELIVERED
68990895,25575,4192,DELIVERED
68990934,11063,1388,DELIVERED
68991065,14702,3989,DELIVERED
68991104,11063,3861,DELIVERED
68991192,18937,3044,DELIVERED
68991442,10024,1252,DELIVERED
68991443,358,3955,DELIVERED
68991474,5539,322,DELIVERED
68991497,7468,3787,DELIVERED
68991498,30442,1999,DELIVERED
68991609,7468,2664,DELIVERED
68991623,26506,1451,DELIVERED
68991726,9222,1439,DELIVERED
68991731,26506,3761,DELIVERED
68991739,5052,2575,DELIVERED
68991789,15561,2441,DELIVERED
68991926,8434,4012,DELIVERED
68991933,7850,3838,DELIVERED
68992171,4313,2113,DELIVERED
68992197,7783,2988,DELIVERED
68992255,10614,3984,DELIVERED
68992337,7480,1295,DELIVERED
68992431,13322,3292,DELIVERED
68992434,11941,1388,DELIVERED
68992513,11753,5086,DELIVERED
68992524,20973,731,DELIVERED
68992553,17249,1023,DELIVERED
68992642,18937,3101,DELIVERED
68992765,23093,3375,DELIVERED
68993025,18754,388,DELIVERED
68993048,1015,1861,DELIVERED
68993081,14059,410,DELIVERED
68993130,23093,451,DELIVERED
68993166,23558,1837,DELIVERED
68993173,1074,1139,DELIVERED
68993308,31115,3417,DELIVERED
68993321,15061,5309,DELIVERED
68993352,23587,2139,DELIVERED
68993398,25849,4705,DELIVERED
68993606,2905,1644,DELIVERED
68993626,26343,3634,DELIVERED
68993841,6131,2146,DELIVERED
68993843,9827,847,DELIVERED
68993960,11857,2890,DELIVERED
68993963,20973,328,DELIVERED
68994114,15898,1798,DELIVERED
68994178,26332,3765,DELIVERED
68994192,15898,2557,DELIVERED
68994232,27953,2459,DELIVERED
68994328,9654,404,DELIVERED
68994547,6161,1525,DELIVERED
68995040,7761,2653,DELIVERED
68995043,25224,4428,DELIVERED
68995574,29077,3120,DELIVERED
68995638,29555,2672,DELIVERED
68995646,28341,3584,DELIVERED
68995746,6161,1602,DELIVERED
68995755,6536,319,DELIVERED
68995807,6161,1415,DELIVERED
68995850,26300,5469,DELIVERED
68996033,0,2239,CANCELLED
68996054,2674,2034,DELIVERED
68996140,10560,2002,DELIVERED
68996478,27294,3140,DELIVERED
68996490,378,4558,DELIVERED
68996567,731,2515,DELIVERED
68996568,3364,763,DELIVERED
68996641,9211,477,DELIVERED
68996647,27682,3600,DELIVERED
68996773,140,2678,DELIVERED
68996985,24358,1597,DELIVERED
68997066,25989,1793,DELIVERED
68997068,6675,693,DELIVERED
68997141,378,2019,DELIVERED
68997171,14136,4735,DELIVERED
68997233,26233,4148,DELIVERED
68997341,5623,2846,DELIVERED
68997344,18754,1164,DELIVERED
68997346,31054,1176,DELIVERED
68997508,26557,3287,DELIVERED
68997509,12893,4267,DELIVERED
68997511,0,6876764,DELIVERED
68997517,0,6876764,DELIVERED
68997528,23842,2390,DELIVERED
68997577,26609,4147,DELIVERED
68997696,28565,3542,DELIVERED
68997699,0,6876764,DELIVERED
68997716,7783,3696,DELIVERED
68997873,345,4035,DELIVERED
68997915,14334,2504,DELIVERED
68997954,16993,914,DELIVERED
68997961,29686,565,DELIVERED
68997969,31126,2455,DELIVERED
68998024,7896,3785,DELIVERED
68998096,16496,3409,DELIVERED
68998293,11487,654,DELIVERED
68998366,303,4505,DELIVERED
68998367,3478,627,DELIVERED
68998614,28341,949,DELIVERED
68998617,31460,2026,DELIVERED
68998619,202,1155,DELIVERED
68998624,5435,6312,DELIVERED
68998703,357,2393,DELIVERED
68998792,4400,1361,DELIVERED
68998794,23842,4701,DELIVERED
68998854,14136,5294,DELIVERED
68999099,26052,2350,DELIVERED
68999168,11756,3830,DELIVERED
68999194,9231,454,DELIVERED
68999201,7868,1038,DELIVERED
68999237,10927,4515,DELIVERED
68999324,3884,3586,DELIVERED
68999401,5403,794,DELIVERED
68999476,26986,1921,DELIVERED
68999480,28180,3350,DELIVERED
68999502,760,2016,DELIVERED
68999542,20495,4003,DELIVERED
68999555,10066,387,DELIVERED
68999588,26467,3966,DELIVERED
68999671,4979,607,DELIVERED
68999886,0,6876764,DELIVERED
68999916,5628,2320,DELIVERED
69000036,13401,2181,DELIVERED
69000038,15231,3036,DELIVERED
69000201,24326,5138,DELIVERED
69000225,28041,834,DELIVERED
69000226,7767,9682,DELIVERED
69000231,367,1158,DELIVERED
69000279,148,2643,DELIVERED
69000321,7783,3411,DELIVERED
69000329,2473,717,DELIVERED
69000336,15561,3368,DELIVERED
69000391,902,2324,DELIVERED
69000400,13401,816,DELIVERED
69000838,27219,1670,DELIVERED
69000915,29186,1157,DELIVERED
69000962,19085,996,DELIVERED
69000993,14346,4130,DELIVERED
69001142,2355,809,DELIVERED
69001148,19085,1340,DELIVERED
69001149,16917,2425,DELIVERED
69001188,19696,1250,DELIVERED
69001272,2355,4652,DELIVERED
69001377,731,417,DELIVERED
69001428,976,825,DELIVERED
69001429,4536,971,DELIVERED
69001529,5628,2285,DELIVERED
69001530,6656,2018,DELIVERED
69001570,15834,5953,DELIVERED
69001576,21923,287,DELIVERED
69001602,12731,2349,DELIVERED
69001636,16430,1203,DELIVERED
69001672,6172,4002,DELIVERED
69001701,4536,370,DELIVERED
69001764,2490,4705,DELIVERED
69001781,24130,4958,DELIVERED
69001783,11611,273,DELIVERED
69001785,6656,972,DELIVERED
69001931,2561,2758,DELIVERED
69001982,14513,4457,DELIVERED
69002118,9584,286,DELIVERED
69002246,0,876,CANCELLED
69002320,7868,1625,DELIVERED
69002572,17537,1155,DELIVERED
69002726,13453,7054,DELIVERED
69002812,17477,1767,DELIVERED
69003073,464,2519,DELIVERED
69003178,6172,4170,DELIVERED
69003179,17457,5851,DELIVERED
69003238,976,1462,DELIVERED
69003297,1405,654,DELIVERED
69003345,21154,929,DELIVERED
69003347,3022,789,DELIVERED
69003348,7767,6049,DELIVERED
69003408,21154,1003,DELIVERED
69003564,18359,2646,DELIVERED
69003572,2836,2439,DELIVERED
69003573,426,247,DELIVERED
69003626,0,6901765,DELIVERED
69003687,25801,1672,DELIVERED
69003696,26510,5013,DELIVERED
69003868,5349,1249,DELIVERED
69003887,28175,3112,DELIVERED
69003933,7396,4486,DELIVERED
69003935,10927,2016,DELIVERED
69003945,4737,1353,DELIVERED
69004009,731,2758,DELIVERED
69004103,6144,4904,DELIVERED
69004104,26507,3300,DELIVERED
69004142,303,2264,DELIVERED
69004270,14316,945,DELIVERED
69004297,22266,794,DELIVERED
69004331,22266,794,DELIVERED
69004529,18178,2485,DELIVERED
69004548,26511,1946,DELIVERED
69004620,29038,1658,DELIVERED
69004624,7763,2538,DELIVERED
69004646,24584,7024,DELIVERED
69004709,0,6866530,DELIVERED
69004776,16180,650,DELIVERED
69004874,9584,1162,DELIVERED
69004974,25224,1567,DELIVERED
69005099,8182,1735,DELIVERED
69005146,14316,426,DELIVERED
69005159,26910,2272,DELIVERED
69005225,6361,4122,DELIVERED
69005314,5037,1204,DELIVERED
69005316,14382,2184,DELIVERED
69005321,26226,3708,DELIVERED
69005411,6361,1205,DELIVERED
69005416,26226,465,DELIVERED
69005625,29865,1079,DELIVERED
69005661,7385,6116,DELIVERED
69005737,3906,2628,DELIVERED
69005744,14059,373,DELIVERED
69005760,0,1361,CANCELLED
69005976,13527,2094,DELIVERED
69006067,0,1347,CANCELLED
69006072,7385,292,DELIVERED
69006368,8102,4187,DELIVERED
69006572,29271,1819,DELIVERED
69006615,29638,1816,DELIVERED
69006872,26666,2066,DELIVERED
69006907,0,6879705,CANCELLED
69007037,0,6866530,DELIVERED
69007112,26506,2005,DELIVERED
69007165,0,6866530,DELIVERED
69007235,8024,1236,DELIVERED
69007240,0,6879705,CANCELLED
69007357,14702,296,DELIVERED
69007479,12893,2703,DELIVERED
69007580,10019,473,DELIVERED
69007591,0,2065,CANCELLED
69007594,7615,5887,DELIVERED
69007623,28880,1735,DELIVERED
69007654,596,3943,DELIVERED
69007656,29815,266,DELIVERED
69007732,16575,4471,DELIVERED
69007746,30030,1678,DELIVERED
69007769,8434,3785,DELIVERED
69007822,26319,3664,DELIVERED
69007858,27682,4496,DELIVERED
69007863,357,3898,DELIVERED
69007919,426,483,DELIVERED
69008048,25588,2673,DELIVERED
69008050,23780,4310,DELIVERED
69008056,26910,1273,DELIVERED
69008223,28913,2257,DELIVERED
69008454,10799,2389,DELIVERED
69008605,25917,2359,DELIVERED
69008610,414,529,DELIVERED
69008707,9190,1617,DELIVERED
69008777,28301,3016,DELIVERED
69008780,26785,3007,DELIVERED
69009022,532,997,DELIVERED
69009282,26343,2532,DELIVERED
69009338,11869,2713,DELIVERED
69009410,22036,6016,DELIVERED
69009411,19967,567,DELIVERED
69009413,11063,2921,DELIVERED
69009565,16575,2770,DELIVERED
69009700,3572,576,DELIVERED
69010005,13527,1558,DELIVERED
69010064,7468,1808,DELIVERED
69010066,3906,1090,DELIVERED
69010089,28565,3193,DELIVERED
69010090,13074,1864,DELIVERED
69010096,13074,6972,DELIVERED
69010249,7263,2503,DELIVERED
69010320,29815,247,DELIVERED
69010325,0,1857,CANCELLED
69010352,1074,897,DELIVERED
69010354,17407,534,DELIVERED
69010439,28341,1291,DELIVERED
69010443,28169,3887,DELIVERED
69010450,0,38006,CANCELLED
69010482,9618,2239,DELIVERED
69010492,7930,3795,DELIVERED
69010515,7263,2933,DELIVERED
69010522,0,6876764,DELIVERED
69010539,2519,1042,DELIVERED
69010588,15050,1526,DELIVERED
69010595,26832,1011,DELIVERED
69010687,1181,823,DELIVERED
69010728,11160,722,DELIVERED
69010756,9793,1429,DELIVERED
69010758,378,2062,DELIVERED
69010760,29676,1277,DELIVERED
